# צבירה חוצת-מבחנים · קורפוס=22 מבחנים · פריטים ייחודיים=4254
מנורמל	ייצוג	סוג	תוצאה	התאמה	מועדים	הופעות	ממוצע-שאלה	ציטוטים
צרות עין	צרות עין	analogy	close	עין	1	1	5.0	autumn_2025·פרק2·ש5·מסיח 4
צרידות	צרידות	analogy	miss		1	1	1.0	summer_2022·פרק1·ש1·רגל
צריך	צריך	completion	close	צרכ	1	1	0.0	autumn_2024·פרק2·ש12·אפשרות 4
צריכה	צריכה	completion	close	צרכ	1	1	0.0	2020_spring·פרק2·ש9·אפשרות 4
צריכות	צריכות	completion	close	צרכ	1	1	0.0	2020_spring·פרק2·ש9·אפשרות 1
צריכים	צריכים	completion	close	צרכ	1	1	0.0	autumn_2025·פרק2·ש?·אפשרות 3
צריף	צריף	analogy	full	צורף	1	1	1.0	2020_spring·פרק2·ש1·מסיח 2
קבוע	קבוע	analogy	full	קובע	1	1	5.0	spring_2024·פרק1·ש5·מסיח 2
קבל	קבל	analogy	full	קבל	1	1	2.0	autumn_2025·פרק2·ש2·רגל
קבלה	קבלה	completion	close	בלה	1	1	0.0	summer_2025·פרק2·ש7·אפשרות 3
קבלו	קבלו	completion	close	קבל	1	1	0.0	summer_2023·פרק2·ש17·אפשרות 2
קבעו	קבעו	completion	close	קבע	1	1	0.0	summer_2022·פרק1·ש9·אפשרות 3
קו פרשת המים	קו פרשת המים	analogy	close	פרש	1	1	5.0	winter_2022·פרק1·ש5·מסיח 1
קובלנות	קובלנות	analogy	close	בלנ	1	1	6.0	2020_autumn·פרק1·ש6·מסיח 1
קווים	קווים	completion	miss		1	1	0.0	winter_2022·פרק1·ש8·אפשרות 4
קולב	קולב	analogy	miss		1	1	1.0	spring_2023·פרק1·ש1·מסיח 1
קולות	קולות	completion	miss		1	1	0.0	spring_2022·פרק2·ש17·אפשרות 2
קולח	קולח	completion	full	קלח	1	1	0.0	spring_2022·פרק1·ש9·אפשרות 1
קוליים	קוליים	completion	miss		1	1	0.0	spring_2024·פרק1·ש17·אפשרות 4
קולם	קולם	completion	miss		1	1	0.0	summer_2024·פרק2·ש9·אפשרות 1
קולר	קולר	completion	miss		1	1	0.0	spring_2023·פרק1·ש13·אפשרות 4
קומקום	קומקום	analogy	miss		1	1	1.0	winter_2022·פרק2·ש1·מסיח 3
קונה	קונה	analogy	full	קנה	1	1	2.0	autumn_2021·פרק1·ש2·מסיח 3
קונצרט	קונצרט	analogy	close	נצר	1	1	5.0	summer_2025·פרק2·ש5·מסיח 3
קופה	קופה	analogy	miss		1	1	4.0	winter_2022·פרק1·ש4·מסיח 3
קופסה	קופסה	analogy	miss		1	1	3.0	spring_2023·פרק2·ש3·מסיח 3
קוצף	קוצף	analogy	full	קצף	1	1	2.0	2020_spring·פרק1·ש2·מסיח 1
קור	קור	analogy	miss		1	1	5.0	winter_2023·פרק1·ש5·מסיח 4
קורסי	קורסי	completion	miss		1	1	0.0	summer_2022·פרק1·ש9·אפשרות 1
קורת	קורת	completion	close	קרת	1	1	0.0	summer_2026·פרק2·ש13·אפשרות 3
קורת רוח	קורת רוח	analogy	full	קורת רוח	1	1	6.0	spring_2024·פרק1·ש6·מסיח 4
קושי	קושי	analogy	close	קשי	1	1	6.0	summer_2021·פרק1·ש6·רגל
קטטה	קטטה	analogy	miss		1	1	4.0	winter_2023·פרק2·ש4·רגל
קטין	קטין	analogy	full	קיטון	1	1	5.0	spring_2024·פרק1·ש5·מסיח 3
קטיף	קטיף	analogy	miss		1	1	6.0	2020_spring·פרק2·ש6·מסיח 2
קטנוע	קטנוע	analogy	close	קטנ	1	1	2.0	summer_2022·פרק1·ש2·רגל
קטסטרופה	קטסטרופה	completion	close	רפה	1	1	0.0	autumn_2025·פרק1·ש11·אפשרות 1
קטר	קטר	analogy	miss		1	1	2.0	2020_winter·פרק2·ש2·מסיח 3
קיבל	קיבל	analogy	full	קבל	1	1	2.0	2020_summer·פרק1·ש2·רגל
קיווה	קיווה	completion	miss		1	1	0.0	summer_2025·פרק1·ש15·אפשרות 1
קיום	קיום	completion	miss		1	1	0.0	winter_2022·פרק1·ש9·אפשרות 3
קיים	קיים	completion	miss		1	1	0.0	autumn_2023·פרק2·ש13·אפשרות 1
קיימים	קיימים	completion	miss		1	1	0.0	winter_2022·פרק1·ש8·אפשרות 4
קימר	קימר	analogy	full	קמור	1	1	5.0	2020_autumn·פרק1·ש5·מסיח 1
קינא	קינא	analogy	close	קנא	1	1	4.0	2020_winter·פרק1·ש4·מסיח 4
קינמון	קינמון	analogy	miss		1	1	1.0	spring_2022·פרק1·ש1·מסיח 4
קירח	קירח	analogy	miss		1	1	1.0	summer_2022·פרק2·ש1·מסיח 2
קירחות	קירחות	analogy	close	רחת	1	1	1.0	summer_2022·פרק1·ש1·מסיח 2
קל	קל	analogy	miss		1	1	2.0	autumn_2021·פרק2·ש2·מסיח 1
קל דעת	קל דעת	analogy	full	קל דעת	1	1	2.0	winter_2022·פרק2·ש2·מסיח 1
קל תפיסה	קל תפיסה	analogy	miss		1	1	2.0	winter_2022·פרק2·ש2·מסיח 2
קלה	קלה	completion	close	קלה	1	1	0.0	2019_winter·פרק2·ש8·אפשרות 2
קלות	קלות	completion	miss		1	1	0.0	summer_2023·פרק2·ש15·אפשרות 1
קלח	קלח	analogy	full	קלח	1	1	1.0	summer_2025·פרק1·ש1·מסיח 1
קלידים	קלידים	analogy	miss		1	1	4.0	2019_winter·פרק2·ש4·מסיח 2
קלינסקי"	קלינסקי"	completion	close	נסק	1	1	0.0	winter_2022·פרק2·ש13·אפשרות 4
קלסר	קלסר	analogy	close	קלס	1	1	1.0	summer_2025·פרק2·ש1·מסיח 1
קלע	קלע	completion	close	קלע	1	1	0.0	summer_2022·פרק1·ש10·אפשרות 2
קלקל	קלקל	analogy	full	קלוקל	1	1	3.0	summer_2024·פרק2·ש3·מסיח 3
קלשון	קלשון	analogy	full	קלשון	1	1	3.0	2020_winter·פרק1·ש3·מסיח 1
קם	קם	completion	miss		1	1	0.0	summer_2022·פרק2·ש17·אפשרות 1
קמט	קמט	analogy	miss		1	1	2.0	2019_winter·פרק2·ש2·מסיח 2
קמטים	קמטים	analogy	miss		1	1	4.0	summer_2023·פרק2·ש4·מסיח 2
קמין	קמין	analogy	miss		1	1	4.0	summer_2022·פרק2·ש4·רגל
קנאות	קנאות	analogy	full	קנאות	1	1	6.0	summer_2024·פרק1·ש6·מסיח 1
קניין	קניין	analogy	full	קונן	1	1	3.0	summer_2024·פרק1·ש3·מסיח 1
קנייתו	קנייתו	completion	miss		1	1	0.0	summer_2021·פרק2·ש11·אפשרות 2
קנסוהו	קנסוהו	analogy	miss		1	1	5.0	autumn_2021·פרק1·ש5·מסיח 1
קפוא	קפוא	analogy	close	קפא	1	1	2.0	autumn_2021·פרק1·ש2·מסיח 4
קפץ	קפץ	analogy	full	קופיץ	1	1	5.0	autumn_2023·פרק1·ש5·רגל
קץ	קץ	analogy	full	קץ	1	1	1.0	spring_2025·פרק2·ש1·מסיח 2
קצב	קצב	completion	miss		1	1	0.0	spring_2025·פרק2·ש16·אפשרות 2
קציר	קציר	analogy	close	קצר	1	1	6.0	summer_2023·פרק2·ש6·מסיח 1
קצף	קצף	analogy	full	קצף	1	1	2.0	2019_winter·פרק1·ש2·מסיח 3
קצרה ידו מהושיע	קצרה ידו מהושיע	analogy	close	קצר	1	1	6.0	2020_winter·פרק2·ש6·רגל
קצרצר	קצרצר	analogy	close	קצר	1	1	4.0	2020_autumn·פרק1·ש4·רגל
קרובות	קרובות	completion	miss		1	1	0.0	spring_2025·פרק1·ש11·אפשרות 4
קרחת יער	קרחת יער	analogy	close	רחת	1	1	1.0	2020_summer·פרק1·ש1·רגל
קריא	קריא	analogy	miss		1	1	2.0	spring_2023·פרק1·ש2·מסיח 3
קריאתה	קריאתה	completion	miss		1	1	0.0	spring_2024·פרק1·ש17·אפשרות 3
קרמיטיה	קרמיטיה	completion	close	קרמ	1	1	0.0	autumn_2023·פרק1·ש15·אפשרות 1
קרנה	קרנה	completion	close	קרנ	1	1	0.0	summer_2026·פרק2·ש13·אפשרות 3
קרס	קרס	analogy	miss		1	1	3.0	winter_2023·פרק2·ש3·רגל
קשב	קשב	analogy	miss		1	1	4.0	summer_2021·פרק2·ש4·מסיח 4
קשה עורף	קשה עורף	analogy	full	קשה עורף	1	1	2.0	winter_2022·פרק2·ש2·מסיח 4
קשור	קשור	analogy	close	קשר	1	1	3.0	2020_spring·פרק1·ש3·רגל
קשיות עורף	קשיות עורף	analogy	close	קשת	1	1	6.0	spring_2024·פרק1·ש6·מסיח 2
קשקשים	קשקשים	analogy	miss		1	1	3.0	spring_2024·פרק2·ש3·מסיח 4
קשר	קשר	analogy	close	קשר	1	1	1.0	winter_2023·פרק1·ש1·מסיח 2
קת	קת	analogy	full	קת	1	1	6.0	spring_2025·פרק2·ש6·רגל
ראה	ראה	analogy	miss		1	1	6.0	2020_autumn·פרק2·ש6·מסיח 4
ראוי לשבח	ראוי לשבח	analogy	miss		1	1	4.0	autumn_2024·פרק1·ש4·מסיח 3
ראיות	ראיות	completion	miss		1	1	0.0	2020_autumn·פרק1·ש12·אפשרות 2
רב רושם	רב רושם	analogy	miss		1	1	1.0	summer_2024·פרק2·ש1·מסיח 1
רגוע	רגוע	analogy	miss		1	1	5.0	winter_2022·פרק2·ש5·מסיח 1
רגז	רגז	analogy	miss		1	1	5.0	2020_spring·פרק2·ש5·מסיח 1
רגליים	רגליים	analogy	close	גלי	1	1	3.0	spring_2024·פרק1·ש3·מסיח 4
רגש	רגש	completion	miss		1	1	0.0	summer_2026·פרק1·ש8·אפשרות 4
רגשות	רגשות	completion	miss		1	1	0.0	summer_2026·פרק2·ש13·אפשרות 2
רגשן	רגשן	analogy	miss		1	1	1.0	autumn_2025·פרק2·ש1·מסיח 2
רדה	רדה	analogy	full	רדה	1	1	5.0	summer_2026·פרק2·ש5·רגל
רהיטות	רהיטות	analogy	full	רהוט	1	1	2.0	winter_2022·פרק2·ש2·רגל
רובה	רובה	analogy	miss		1	1	1.0	autumn_2023·פרק2·ש1·מסיח 1
רובע	רובע	analogy	miss		1	1	1.0	summer_2025·פרק1·ש1·מסיח 3
רוגטקה	רוגטקה	analogy	miss		1	1	1.0	autumn_2023·פרק2·ש1·רגל
רוגע	רוגע	completion	miss		1	1	0.0	summer_2024·פרק1·ש15·אפשרות 3
רודני	רודני	completion	miss		1	1	0.0	summer_2024·פרק2·ש9·אפשרות 1
רוה	רוה	analogy	full	רוה	1	1	2.0	spring_2024·פרק1·ש2·רגל
רווחית	רווחית	completion	full	רחת	1	1	0.0	spring_2023·פרק1·ש13·אפשרות 2
רווחתו	רווחתו	completion	close	רחת	1	1	0.0	spring_2023·פרק2·ש8·אפשרות 3
רוחב לב	רוחב לב	analogy	close	רחב	1	1	1.0	summer_2021·פרק2·ש1·מסיח 4
רומן	רומן	analogy	miss		1	1	5.0	2019_spring·פרק1·ש5·לא-זוהה
רועה	רועה	analogy	close	רעה	1	1	6.0	2020_spring·פרק1·ש6·מסיח 1
רופא	רופא	analogy	close	רפא	1	1	2.0	autumn_2025·פרק1·ש2·מסיח 1
רופף	רופף	analogy	full	רופף	1	1	3.0	2020_autumn·פרק2·ש3·מסיח 4
רוצף	רוצף	analogy	miss		1	1	4.0	summer_2023·פרק2·ש4·מסיח 1
רותח	רותח	analogy	miss		1	1	2.0	autumn_2021·פרק1·ש2·מסיח 4
רחוב	רחוב	analogy	close	רחב	1	1	6.0	summer_2026·פרק1·ש6·מסיח 1
רחוקה	רחוקה	completion	close	חקה	1	1	0.0	spring_2023·פרק2·ש8·אפשרות 2
רחוקות	רחוקות	completion	miss		1	1	0.0	spring_2022·פרק1·ש10·אפשרות 1
רחיים	רחיים	analogy	full	ריחיים	1	1	6.0	summer_2023·פרק2·ש6·מסיח 1
רחמים	רחמים	completion	full	ריחיים	1	1	0.0	winter_2023·פרק1·ש11·אפשרות 4
רחץ	רחץ	analogy	close	רחצ	1	1	6.0	spring_2023·פרק2·ש6·מסיח 1
רחצה	רחצה	analogy	close	רחצ	1	1	1.0	autumn_2025·פרק1·ש1·מסיח 4
ריאיון	ריאיון	analogy	miss		1	1	4.0	2020_spring·פרק1·ש4·מסיח 1
ריאליסטיים	ריאליסטיים	completion	miss		1	1	0.0	spring_2024·פרק2·ש10·אפשרות 4
ריהט	ריהט	analogy	full	רהוט	1	1	5.0	2020_spring·פרק1·ש5·מסיח 3
ריח	ריח	analogy	full	רווח	1	1	2.0	autumn_2023·פרק2·ש2·מסיח 4
ריכוז	ריכוז	completion	miss		1	1	0.0	spring_2023·פרק1·ש12·אפשרות 4
רימה	רימה	analogy	close	רמה	1	1	4.0	2020_spring·פרק1·ש4·מסיח 3
ריפה את ידיו	ריפה את ידיו	analogy	full	ריפה את ידיו	1	1	4.0	autumn_2024·פרק2·ש4·מסיח 4
ריפוד	ריפוד	analogy	miss		1	1	1.0	summer_2023·פרק2·ש1·מסיח 3
ריקם	ריקם	completion	miss		1	1	0.0	2020_spring·פרק1·ש11·אפשרות ?
רך לבב	רך לבב	analogy	close	לבב	1	1	1.0	summer_2024·פרק2·ש1·מסיח 3
רכבת	רכבת	analogy	close	רכב	1	1	2.0	2020_winter·פרק2·ש2·מסיח 3
רכוס	רכוס	analogy	full	רכס	1	1	2.0	spring_2023·פרק1·ש2·רגל
רכוש	רכוש	analogy	miss		1	1	1.0	spring_2025·פרק2·ש1·רגל
רכיבי	רכיבי	completion	close	רכב	1	1	0.0	spring_2025·פרק1·ש10·אפשרות 2
רכישתה	רכישתה	completion	miss		1	1	0.0	2020_autumn·פרק2·ש17·אפשרות 2
רכש	רכש	analogy	miss		1	1	6.0	2020_winter·פרק2·ש6·מסיח 1
רלוונטיות	רלוונטיות	analogy	miss		1	1	5.0	summer_2024·פרק2·ש5·רגל
רם	רם	analogy	miss		1	1	6.0	2019_spring·פרק2·ש6·רגל
רמות	רמות	completion	miss		1	1	0.0	autumn_2021·פרק1·ש11·אפשרות 2
רמזור	רמזור	analogy	close	מזר	1	1	2.0	summer_2023·פרק2·ש2·מסיח 3
רמקול	רמקול	analogy	miss		1	1	5.0	summer_2022·פרק2·ש5·רגל
רסק	רסק	analogy	miss		1	1	4.0	autumn_2021·פרק2·ש4·מסיח 1
רעבתנות	רעבתנות	analogy	close	עבת	1	1	6.0	summer_2024·פרק1·ש6·מסיח 2
רעה	רעה	completion	close	רעה	1	1	0.0	autumn_2024·פרק1·ש15·אפשרות 2
רעיון	רעיון	completion	miss		1	1	0.0	winter_2022·פרק2·ש13·אפשרות 1
רעיל	רעיל	analogy	close	רעל	1	1	1.0	autumn_2025·פרק1·ש1·מסיח 3
רעל	רעל	analogy	close	רעל	1	1	1.0	2020_autumn·פרק1·ש1·מסיח 3
רענן	רענן	analogy	miss		1	1	3.0	summer_2026·פרק2·ש3·מסיח 1
רעש	רעש	analogy	miss		1	1	4.0	summer_2026·פרק2·ש4·מסיח 1
רפת	רפת	analogy	miss		1	1	1.0	autumn_2021·פרק1·ש1·רגל
רץ	רץ	analogy	miss		1	1	2.0	summer_2025·פרק2·ש2·מסיח 3
רצונה	רצונה	completion	miss		1	1	0.0	summer_2021·פרק2·ש11·אפשרות 3
רצוני	רצוני	completion	miss		1	1	0.0	2020_summer·פרק2·ש11·אפשרות 4
רצונך	רצונך	completion	miss		1	1	0.0	summer_2026·פרק2·ש12·אפשרות 4
רצופת	רצופת	completion	miss		1	1	0.0	autumn_2023·פרק2·ש15·אפשרות 2
רציונליים	רציונליים	completion	miss		1	1	0.0	summer_2021·פרק1·ש11·אפשרות 4
רצינית	רצינית	completion	miss		1	1	0.0	2020_spring·פרק1·ש9·אפשרות 1
רציפות	רציפות	analogy	miss		1	1	2.0	autumn_2024·פרק2·ש2·רגל
רצף	רצף	analogy	miss		1	1	4.0	2019_spring·פרק2·ש4·רגל
רקע	רקע	completion	full	ריקע	1	1	0.0	autumn_2024·פרק2·ש14·אפשרות 4
רשת	רשת	analogy	miss		1	1	4.0	spring_2023·פרק1·ש4·מסיח 4
שאביו	שאביו	completion	miss		1	1	0.0	summer_2022·פרק1·ש10·אפשרות 1
שאומנם	שאומנם	completion	close	אמנ	1	1	0.0	autumn_2024·פרק2·ש13·אפשרות 1
שאומר	שאומר	completion	close	אמר	1	1	0.0	autumn_2024·פרק1·ש15·אפשרות 4
שאופיר	שאופיר	completion	miss		1	1	0.0	summer_2021·פרק2·ש10·אפשרות 4
שאחותו	שאחותו	completion	close	אחת	1	1	0.0	spring_2025·פרק2·ש15·אפשרות 1
שאילו	שאילו	completion	miss		1	1	0.0	2020_autumn·פרק2·ש15·אפשרות 3
שאיש	שאיש	completion	miss		1	1	0.0	autumn_2025·פרק1·ש10·אפשרות 2
שאלו	שאלו	completion	miss		1	1	0.0	summer_2022·פרק1·ש8·אפשרות 1
שאלון	שאלון	analogy	miss		1	1	5.0	autumn_2024·פרק2·ש5·מסיח 1
שאליהו	שאליהו	completion	miss		1	1	0.0	2020_spring·פרק1·ש11·אפשרות 2
שאם	שאם	completion	miss		1	1	0.0	autumn_2024·פרק1·ש15·אפשרות 1
שאני	שאני	completion	close	שאנ	1	1	0.0	autumn_2024·פרק1·ש15·אפשרות 4
שאנן	שאנן	completion	full	שאנן	1	1	0.0	2020_autumn·פרק2·ש15·אפשרות 3
שאסרו	שאסרו	completion	miss		1	1	0.0	autumn_2023·פרק1·ש14·אפשרות 4
שאף	שאף	completion	miss		1	1	0.0	autumn_2024·פרק1·ש15·אפשרות 2
שאפתן	שאפתן	analogy	miss		1	1	2.0	spring_2022·פרק2·ש2·מסיח 4
שבאקווריום	שבאקווריום	completion	close	קרמ	1	1	0.0	winter_2022·פרק1·ש10·אפשרות 1
שבבים	שבבים	analogy	full	שביב	1	1	1.0	2020_spring·פרק1·ש1·רגל
שבדומה	שבדומה	completion	close	דמה	1	1	0.0	2019_spring·פרק1·ש12·אפשרות ?
שבהם	שבהם	completion	close	שבה	1	1	0.0	winter_2022·פרק2·ש12·אפשרות 1
שבהן	שבהן	completion	close	בהנ	1	1	0.0	2019_winter·פרק2·ש9·אפשרות 4
שבהצצה	שבהצצה	completion	close	שבה	1	1	0.0	summer_2022·פרק1·ש9·אפשרות 2
שבויים	שבויים	completion	close	שבי	1	1	0.0	winter_2023·פרק1·ש11·אפשרות 3
שבטו	שבטו	completion	close	שבט	1	1	0.0	2019_winter·פרק1·ש14·אפשרות ?
שביכולתו	שביכולתו	completion	close	בכל	1	1	0.0	winter_2023·פרק1·ש10·אפשרות 1
שביניהם	שביניהם	completion	miss		1	1	0.0	summer_2021·פרק1·ש11·אפשרות 2
שביקר	שביקר	completion	miss		1	1	0.0	summer_2024·פרק1·ש15·אפשרות 3
שבמגירה	שבמגירה	completion	close	גרה	1	1	0.0	spring_2024·פרק2·ש9·אפשרות 4
שבמדענים	שבמדענים	completion	miss		1	1	0.0	winter_2022·פרק1·ש7·אפשרות 1
שבמיעוט	שבמיעוט	completion	close	מעט	1	1	0.0	2019_spring·פרק1·ש14·אפשרות ?
שבנוגע	שבנוגע	completion	miss		1	1	0.0	summer_2025·פרק1·ש14·אפשרות 1
שבעקבות	שבעקבות	completion	close	עקב	1	1	0.0	summer_2022·פרק2·ש16·אפשרות 4
שבשגרה	שבשגרה	completion	close	שגר	1	1	0.0	winter_2022·פרק1·ש7·אפשרות 3
שגה	שגה	completion	close	שגה	1	1	0.0	summer_2022·פרק1·ש10·אפשרות 3
שגויות	שגויות	completion	miss		1	1	0.0	autumn_2025·פרק1·ש10·אפשרות 3
שגורלו	שגורלו	completion	close	שגר	1	1	0.0	2019_spring·פרק2·ש13·אפשרות ?
שגרסו	שגרסו	completion	close	שגר	1	1	0.0	winter_2022·פרק2·ש14·אפשרות 4
שדווקא	שדווקא	completion	miss		1	1	0.0	spring_2025·פרק1·ש12·אפשרות 4
שדי	שדי	completion	miss		1	1	0.0	2020_spring·פרק2·ש9·אפשרות 2
שה	שה	completion	miss		1	1	0.0	autumn_2024·פרק2·ש13·אפשרות 2
שהאדם	שהאדם	completion	close	אדמ	1	1	0.0	spring_2024·פרק2·ש10·אפשרות 4
שהבקשה	שהבקשה	completion	close	קשה	1	1	0.0	summer_2022·פרק1·ש10·אפשרות 4
שהגיש	שהגיש	completion	miss		1	1	0.0	autumn_2025·פרק2·ש16·אפשרות 2
שהדבר	שהדבר	completion	close	הדבר	1	1	0.0	spring_2024·פרק1·ש17·אפשרות 2
שההתרפסות	שההתרפסות	completion	close	רפס	1	1	0.0	summer_2025·פרק1·ש15·אפשרות 4
שהוגשה	שהוגשה	completion	miss		1	1	0.0	autumn_2025·פרק2·ש16·אפשרות 1
שהוטמעו	שהוטמעו	completion	close	טמע	1	1	0.0	autumn_2025·פרק2·ש?·אפשרות 4
שהוכח	שהוכח	completion	miss		1	1	0.0	spring_2024·פרק1·ש17·אפשרות 2
שהופיעו	שהופיעו	completion	miss		1	1	0.0	spring_2024·פרק2·ש10·אפשרות 4
שהוצגה	שהוצגה	completion	miss		1	1	0.0	spring_2024·פרק1·ש17·אפשרות 1
שהושמעה	שהושמעה	completion	miss		1	1	0.0	winter_2022·פרק1·ש7·אפשרות 4
שהחיסכון	שהחיסכון	completion	close	סכנ	1	1	0.0	autumn_2024·פרק2·ש12·אפשרות 2
שהטיח	שהטיח	completion	miss		1	1	0.0	2020_spring·פרק1·ש11·אפשרות 3
שהיה	שהיה	completion	full	שהה	1	1	0.0	autumn_2024·פרק2·ש12·אפשרות 4
שהיו	שהיו	completion	miss		1	1	0.0	2019_winter·פרק2·ש9·אפשרות 1
שהכחיש	שהכחיש	completion	close	כחש	1	1	0.0	2020_spring·פרק1·ש11·אפשרות 2
שהכין	שהכין	completion	miss		1	1	0.0	summer_2022·פרק1·ש9·אפשרות 4
שהכסף	שהכסף	completion	close	כספ	1	1	0.0	autumn_2024·פרק2·ש12·אפשרות 3
שהלה	שהלה	completion	close	הלה	1	1	0.0	2020_spring·פרק1·ש11·אפשרות 3
שהמבקרים	שהמבקרים	completion	close	קרמ	1	1	0.0	summer_2022·פרק1·ש9·אפשרות 2
