k	unit	term	gloss	bold	en	he
da4fb7a16798	9	immense	כביר, עצום	הכביר	The <b>immense</b> forest stretched across hundreds of miles.	היער <b>הכביר</b> השתרע על פני מאות קילומטרים.
423a0071e50f	9	impartial	אוביקטיבי, ללא צד	אובייקטיבי	The judge must remain <b>impartial</b> during the trial.	השופט חייב להישאר <b>אובייקטיבי</b> במהלך המשפט.
3081faf2bf4a	9	incomprehensible	לא מובן	בלתי מובן	The dense academic text was completely <b>incomprehensible</b> to me.	הטקסט האקדמי הצפוף היה <b>בלתי מובן</b> לי לחלוטין.
0beba44cc5fb	9	incorporate	לכלול, לשתף, לאגד	יכלול	The new design will <b>incorporate</b> all customer feedback.	העיצוב החדש <b>יכלול</b> את כל המשוב מהלקוחות.
ed0daf6cb864	9	indigenous	ילידי, מקומי, שמקורו במקום	הילידים	The <b>indigenous</b> people of the island have lived there for centuries.	התושבים <b>הילידים</b> של האי חיים שם כבר מאות שנים.
636d862e0157	9	inferred	להסיק, נגזר, משתמע	גזרו	The researchers <b>inferred</b> the disease's cause from the patient's symptoms.	החוקרים <b>גזרו</b> את הגורם למחלה מהתסמינים של המטופל.
05ff9223f59d	9	inflammation	דלקת	הדלקת	The doctor prescribed medicine to reduce the <b>inflammation</b> in her knee.	הרופא רשם תרופה להפחתת <b>הדלקת</b> בברך שלה.
709bc7f26704	9	ingest	לבלוע, לצרוך	להכניס	Young children should not <b>ingest</b> peanuts due to serious allergic reactions.	ילדים קטנים לא צריכים <b>להכניס</b> בוטנים לגופם, בשל תגובות אלרגיות חמורות.
b351dc97a7f5	9	inhibit	לעכב, לרסן; למנוע	ריסן	The strict dress code seemed to <b>inhibit</b> students' self-expression and creativity.	קוד הלבוש המחמיר נראה כאילו <b>ריסן</b> את הביטוי העצמי והיצירתיות של התלמידים.
7676ead5c41c	9	insulate	לבודד	מבודדים	The thick walls <b>insulate</b> the building from external noise and cold.	הקירות העבים <b>מבודדים</b> את הבניין מפני רעש חיצוני וקור.
1bf639ef9bd7	9	intermediary	מתווך, אמצעי	כמתווך	The lawyer acted as an <b>intermediary</b> between the two parties.	עורך הדין שימש <b>כמתווך</b> בין שני הצדדים.
7d6ee1d805c8	9	intestine	מעי	מהמעי	Doctors removed a damaged section of his small <b>intestine</b> during surgery.	הרופאים הסירו קטע פגוע <b>מהמעי</b> הדק שלו במהלך הניתוח.
06e3712eedce	9	intoxicate	להרעיל, לשכר; להלהיב	משכר	Alcohol will <b>intoxicate</b> the body and impair physical coordination.	אלכוהול <b>משכר</b> את הגוף ופוגע בתיאום הפיזי.
6bca90a7e564	9	intrusive	פולשני	הפולשניות	His <b>intrusive</b> questions about my personal finances made me uncomfortable.	השאלות <b>הפולשניות</b> שלו לגבי הכספים האישיים שלי גרמו לי לאי נוחות.
c79ccc23ebd5	9	jug	כד, קנקן	מהכד	She poured cold milk from the ceramic <b>jug</b> into small cups.	היא מזגה חלב קר <b>מהכד</b> הקרמי לתוך כוסות קטנות.
4f1d222d8d2e	9	latter	שני, אחרון	האחרון	Between coffee and tea, I prefer the <b>latter</b> beverage.	בין קפה לתה, אני מעדיף את המשקה <b>האחרון</b>.
63ac9b14ea3a	9	leisure	פנאי	הפנאי	She spent her <b>leisure</b> time reading books and gardening.	היא בילתה את שעות <b>הפנאי</b> שלה בקריאת ספרים ובגינון.
addec37020a3	9	literacy	אוריינות, ידיעת קרוא וכתוב	האוריינות	Improving <b>literacy</b> rates in developing countries remains a global education priority.	שיפור שיעורי <b>האוריינות</b> במדינות מתפתחות נותר בעדיפות עולמית בתחום החינוך.
ab69067f47c7	9	litter	אשפה, פסולת; ללכלך בפסולת; לזרוע, לפזר	באשפה	The playground was covered in <b>litter</b> after the busy weekend event.	מגרש המשחקים היה מכוסה <b>באשפה</b> אחרי האירוע העמוס בסוף השבוע.
5a62d1fa8630	9	luminous	זוהר, בוהק	הבוהק	The <b>luminous</b> glow of the lantern guided them through darkness.	הזוהר <b>הבוהק</b> של הפנס הנחה אותם בתוך החושך.
ac4fbcc568cc	9	mediocre	בינוני (במובן שלילי)	בינונית	The critic gave the film a <b>mediocre</b> review, calling it forgettable.	המבקר נתן לסרט ביקורת <b>בינונית</b> וכינה אותו נשכח.
bcf163cda3a1	9	mischief	נזק, מעשה קונדס	מעשה הקונדס	The children's <b>mischief</b> involved secretly hiding their teacher's car keys.	<b>מעשה הקונדס</b> של הילדים כלל הסתרה חשאית של מפתחות המכונית של המורה שלהם.
aabe181a99ba	9	mundane	שגרתי, יומיומי, בנאלי	השגרתיות	Despite the <b>mundane</b> office tasks, she found joy in simple routines.	למרות המשימות המשרדיות <b>השגרתיות</b>, היא מצאה שמחה בשגרה הפשוטה.
2763b5505ad6	9	mutual	הדדי	ההדדיות	Their <b>mutual</b> love and respect formed the foundation of a strong marriage.	האהבה וההערכה <b>ההדדיות</b> שלהם היוו את הבסיס לנישואים חזקים.
934afbced9dd	9	nausea	בחילה	לבחילה	The strong chemical smell caused immediate <b>nausea</b> and dizziness.	הריח הכימי החזק גרם <b>לבחילה</b> מיידית ולסחרחורת.
545466016889	9	negligent	רשלני	הרשלני	The <b>negligent</b> driver caused an accident by ignoring traffic signals.	הנהג <b>הרשלני</b> גרם לתאונה כשהתעלם מרמזורים.
2aea9b4702b2	9	notable	ראוי לציון, בולט, יוצא דופן	הראויה לציון	Her <b>notable</b> contribution to science earned her international recognition.	התרומה <b>הראויה לציון</b> שלה למדע הקנתה לה הכרה בינלאומית.
b419a08b1dd1	9	noted	לציין, ידוע, מפורסם	הידועה	The <b>noted</b> author gave a fascinating lecture about her writing.	הסופרת <b>הידועה</b> נתנה הרצאה מרתקת על כתיבתה.
fba416072327	9	nutrient	חומר מזין	חומרים מזינים	Fish contains important <b>nutrients</b> like omega-3 fatty acids for health.	דגים מכילים <b>חומרים מזינים</b> חשובים כמו חומצות שומן אומגה 3 לבריאות.
d06bd1dd897c	9	oblige	לחייב, להכריח	מחייבים	The new rules <b>oblige</b> employees to attend safety training.	הכללים החדשים <b>מחייבים</b> את העובדים להשתתף בהדרכת בטיחות.
1685c8d0d35f	9	ordinarily	בדרך-כלל	בדרך כלל	She <b>ordinarily</b> wakes up early but today slept until noon.	היא <b>בדרך כלל</b> מתעוררת מוקדם, אבל היום ישנה עד הצהריים.
a30f6bddcebb	9	originate	התחיל, התהווה	התחילה	The tradition <b>originated</b> centuries ago and continues to the present.	המסורת <b>התחילה</b> לפני מאות שנים וממשיכה עד היום.
462f753ef808	9	outweigh	עולה על, שוקל יותר מ-	עולים על	The benefits of the new system <b>outweigh</b> the initial costs.	היתרונות של המערכת החדשה <b>עולים על</b> העלויות הראשוניות.
e2b127a60606	9	overdue	באיחור; שעבר זמנו	עבר את מועד ההחזרה	The library sent a notice that my book was <b>overdue</b>.	הספרייה שלחה הודעה שהספר שלי <b>עבר את מועד ההחזרה</b> שלו.
42724566d7a7	9	overlooked	לא הבחין, פספס, החמיץ; התעלם; (גם: צפה על מגבוה)	לא הבחנתי	I <b>overlooked</b> that important detail when I first read it.	<b>לא הבחנתי</b> בפרט החשוב הזה כשקראתי אותו לראשונה.
cce15359dea9	9	overwhelm	להכריע, להציף, לגבור על; להמם	מציפה	The sheer number of tasks seemed to <b>overwhelm</b> her.	נראה היה שכמות המשימות האדירה <b>מציפה</b> אותה.
23883453bcfb	9	persuasive	משכנע	המשכנע	His <b>persuasive</b> argument successfully convinced the committee about the proposal.	הטיעון <b>המשכנע</b> שלו שכנע בהצלחה את הוועדה לגבי ההצעה.
f968e268dab7	9	physician	רופא	הרופא	The <b>physician</b> examined the patient thoroughly before the diagnosis.	<b>הרופא</b> בדק את המטופל ביסודיות לפני האבחנה.
8ef6d0295c9c	9	portray	לתאר, לצייר	מתאר	The documentary <b>portrays</b> the life of an ordinary person.	הסרט התיעודי <b>מתאר</b> את חייו של אדם רגיל.
1c480a29d989	9	pose	להציב, להוות; תנוחה	מהווים	Heavy traffic <b>poses</b> a serious safety risk for pedestrians.	פקקי תנועה כבדים <b>מהווים</b> סיכון בטיחותי חמור להולכי רגל.
73a252a6d7bb	9	potent	חזק, בעל כוח השפעה	החזקה	That <b>potent</b> medicine can only be prescribed by physicians.	התרופה <b>החזקה</b> הזו יכולה להירשם רק על ידי רופאים.
d39d5f214559	9	potter	קדר	הקדר	The <b>potter</b> shaped the wet clay on the spinning wheel.	<b>הקדר</b> עיצב את החימר הרטוב על האובניים המסתובבים.
9dc0cf9de624	9	poverty-stricken	מוכה עוני	מוכת העוני	The <b>poverty</b>-stricken family needed help paying for rent and food.	המשפחה <b>מוכת העוני</b> נזקקה לעזרה בתשלום שכר הדירה והמזון.
e1f84ec85dee	9	preceding	קודם	הקודם	The new chapter explains what happened in the <b>preceding</b> one.	הפרק החדש מסביר מה קרה בפרק <b>הקודם</b>.
b983ca1ac100	9	predictive	חיזויי, מנבא	החיזויים	The <b>predictive</b> models helped the team forecast weather patterns accurately.	המודלים <b>החיזויים</b> עזרו לצוות לחזות דפוסי מזג אוויר בדייקנות.
8c04fffcbea8	9	prescribe	לרשום, לרשום מרשם; להורות	ירשום	The doctor will <b>prescribe</b> antibiotics to treat your ear infection.	הרופא <b>ירשום</b> אנטיביוטיקה לטיפול בדלקת האוזניים שלך.
57d92d2d467d	9	prescription	מרשם	המרשם	I picked up my <b>prescription</b> at the pharmacy this morning.	אספתי את <b>המרשם</b> שלי מבית המרקחת הבוקר.
e58f01a01b6e	9	prevalent	נפוץ, שכיח, רווח	נפוצה	Anxiety is a <b>prevalent</b> mental health issue among teenagers today.	חרדה היא בעיה נפשית <b>נפוצה</b> בקרב מתבגרים כיום.
2d357c15ead2	9	probation	תקופת מבחן	תקופת המבחן	His <b>probation</b> period will end after three months of employment.	<b>תקופת המבחן</b> שלו תסתיים לאחר שלושה חודשי העסקה.
28ae26efa682	9	proclaim	להכריז בפומבי	יכריז בפומבי	The school principal will <b>proclaim</b> Friday as a special day for outdoor games.	מנהל בית הספר <b>יכריז בפומבי</b> על יום שישי כיום מיוחד למשחקי חוץ.
93096c9146e2	9	profound	עמוק, מעמיק; מוחלט, מרחיק לכת	עמוקה	The movie had a <b>profound</b> effect on how she viewed the world.	לסרט הייתה השפעה <b>עמוקה</b> על האופן שבו היא ראתה את העולם.
b74330c6a8a6	9	prone	נוטה	נוטים	Some people are <b>prone</b> to getting cold sores in winter.	חלק מהאנשים <b>נוטים</b> לקבל פצעי קור בחורף.
2a120c00aedf	9	prospective	צפוי, עתידי	עתידיים	<b>Prospective</b> students can tour the campus on Saturday morning.	סטודנטים <b>עתידיים</b> יכולים לסייר בקמפוס בבוקר יום שבת.
03b23ae90354	9	prosperity	צמיחה, שגשוג	השגשוג	The company's <b>prosperity</b> grew after it expanded into Europe.	<b>השגשוג</b> של החברה גדל אחרי שהתרחבה לאירופה.
125ecfa226bc	9	prosperous	משגשג, מצליח	המשגשג	The <b>prosperous</b> merchant owned property throughout the city.	הסוחר <b>המשגשג</b> החזיק נכסים ברחבי העיר.
17d4e4df55a3	9	proximity	קרבה	קרבת	The apartment's <b>proximity</b> to the subway makes it attractive.	<b>קרבת</b> הדירה לרכבת התחתית הופכת אותה לאטרקטיבית.
ac30b4301039	9	rationalize	להצדיק, להסביר	הצדיק	He <b>rationalized</b> eating dessert by saying he deserved a treat.	הוא <b>הצדיק</b> את אכילת הקינוח באמירה שהוא ראוי לפינוק.
